00:03,22
00:11,22
00:15,13
00:17,14
00:24,7
00:35,28
00:38,2
00:45,23
00:47,17
00:56,2
00:59,11
01:06,27
01:08,30
01:15,7
01:16,13
01:23,11
01:32,25
01:38,28
01:41,16
01:45,17
01:46,13
01:49,21
02:01,15
02:02,7
02:04,20
02:05,10
02:36,2
02:42,27
02:43,13
02:46,12
02:47,18
02:50,15
02:54,12
02:55,27
02:56,27
02:59,2
03:02,12
03:03,20
03:10,8
03:17,26
03:18,2
03:23,25
03:29,23
03:32,22
03:36,1
03:37,2
03:54,24
03:58,30
04:11,13
04:17,15
04:31,10
04:36,30
04:48,13
04:55,13
04:57,2
05:02,6
05:05,12
05:08,18
05:15,17
05:26,21
05:30,24
05:32,24
05:33,22
05:35,25
05:43,12
05:44,19
05:48,14
05:49,18
05:59,30
06:01,2
06:02,27
06:05,1
06:13,16
06:15,29
06:17,26
06:22,23
06:25,17
06:29,21
06:30,28
06:37,11
06:47,8
06:52,7
06:56,25
06:59,15
07:15,16
07:20,7
07:23,10
07:25,3
07:32,24
07:33,24
07:46,10
07:47,10
07:51,1
07:55,23
08:07,14
08:10,25
08:11,23
08:13,15
08:17,7
08:21,10
08:22,7
08:38,10
08:41,8
08:44,18
08:59,3
09:10,13
09:13,15
09:18,21
09:20,23
09:24,22
09:30,27
09:31,7
09:33,23
09:52,5
09:53,14
09:54,14
10:03,14
10:06,24
10:16,27
10:22,7
10:37,14
10:52,17
10:55,2
11:01,12
11:02,16
11:13,11
11:15,21
11:25,24
11:26,9
11:27,29
11:32,11
11:34,14
11:43,21
11:52,7
11:55,7
11:59,7
12:08,25
12:10,24
12:11,6
12:20,21
12:21,16
12:23,24
12:26,21
12:28,8
12:38,10
12:40,10
12:47,13
12:49,22
12:50,21
12:54,18
13:15,8
13:19,1
13:21,29
13:28,26
13:29,11
13:31,29
13:34,27
13:38,14
13:40,12
13:43,11
13:48,3
13:49,16
13:50,8
13:52,14
13:55,8
14:17,21
14:18,26
14:20,26
14:23,25
14:27,11
14:37,10
14:44,2
14:46,2
14:47,8
15:00,28
15:03,6
15:07,10
15:09,11
15:12,19
15:21,3
15:24,27
15:27,10
15:30,15
15:31,27
15:35,20
16:00,27
16:02,2
16:06,15
16:07,12
16:08,19
16:12,21
16:14,23
16:18,14
16:19,11
16:31,12
16:34,7
16:36,2
16:43,11
16:47,7
17:00,15
17:01,13
17:06,3
17:13,13
17:17,2
17:27,2
17:30,16
17:31,1
17:41,29
17:48,3
17:51,10
17:59,18
18:02,25
18:03,17
18:10,13
18:13,23
18:18,25
18:25,13
18:30,16
18:33,19
18:40,13
18:47,1
18:51,28
18:55,12
19:00,10
19:02,5
19:07,10
19:22,15
19:34,4
19:39,18
19:40,24
19:44,2
19:47,7
19:53,15
19:55,10
19:56,6
20:02,16
20:14,7
20:18,27
20:21,2
20:27,18
20:34,10
20:35,24
20:37,22
20:40,12
20:49,24
20:55,24
21:03,9
21:11,11
21:14,2
21:21,23
21:27,22
21:32,10
21:33,15
21:40,25
21:50,27
22:02,3
22:10,7
22:20,11
22:22,25
22:36,10
22:38,30
22:46,15
22:59,23
23:12,27
23:15,13
23:16,20
23:28,23
23:36,6
23:38,26
23:39,15
23:47,1
